"Strain","reference","CHROM","cM","POS_pred"
"OFAM","HdrR_ASM223467v1",17,28,17373997.0549435
"OFAM","HdrR_ASM223467v1",17,29,17887401.5725655
"OFAM","HdrR_ASM223467v1",17,30,18393247.314
"OFAM","HdrR_ASM223467v1",17,31,18891127.5162951
"OFAM","HdrR_ASM223467v1",17,32,19380696.4708712
"OFAM","HdrR_ASM223467v1",17,33,19861647.689756
"OFAM","HdrR_ASM223467v1",17,34,20333741.0336293
"OFAM","HdrR_ASM223467v1",17,35,20796885.6245584
"OFAM","HdrR_ASM223467v1",17,36,21251045.8763515
"OFAM","HdrR_ASM223467v1",17,37,21696245.6838737
"OFAM","HdrR_ASM223467v1",17,38,22132718.0653909
"OFAM","HdrR_ASM223467v1",17,39,22560751.1398358
"OFAM","HdrR_ASM223467v1",17,40,22980633.9479898
"OFAM","HdrR_ASM223467v1",17,41,23392715.5477956
"OFAM","HdrR_ASM223467v1",17,42,23797443.2313423
"OFAM","HdrR_ASM223467v1",17,43,24195273.3803532
"OFAM","HdrR_ASM223467v1",17,44,24586662.3765518
"OFAM","HdrR_ASM223467v1",17,45,24972066.6016617
"OFAM","HdrR_ASM223467v1",17,46,25351942.4374062
"OFAM","HdrR_ASM223467v1",17,47,25726746.2655088
"OFAM","HdrR_ASM223467v1",17,48,26096934.4676929
"OFAM","HdrR_ASM223467v1",17,49,26462963.4256821
"OFAM","HdrR_ASM223467v1",17,50,26825289.5211997
"OFAM","HdrR_ASM223467v1",17,51,27184369.9629602
"OFAM","HdrR_ASM223467v1",17,52,27540671.2549686
"OFAM","HdrR_ASM223467v1",17,53,27894663.7678633
"OFAM","HdrR_ASM223467v1",17,54,28246793.2828324
"OFAM","HdrR_ASM223467v1",17,55,28597488.8462286
"OFAM","HdrR_ASM223467v1",17,56,28947165.807575
"OFAM","HdrR_ASM223467v1",17,57,29296147.6253735
"OFAM","HdrR_ASM223467v1",17,58,29644719.1563757
"OFAM","HdrR_ASM223467v1",17,59,29993156.8351364
"AFOM","HdrR_ASM223467v1",18,0,1205999.16701052
"AFOM","HdrR_ASM223467v1",18,1,1713533.2442629
"AFOM","HdrR_ASM223467v1",18,2,2221067.32151528
"AFOM","HdrR_ASM223467v1",18,3,2728601.39876766
"AFOM","HdrR_ASM223467v1",18,4,3236135.47602003
"AFOM","HdrR_ASM223467v1",18,5,3743669.55327241
"AFOM","HdrR_ASM223467v1",18,6,4251203.6305248
"AFOM","HdrR_ASM223467v1",18,7,4758737.70777719
"AFOM","HdrR_ASM223467v1",18,8,5266271.78502958
"AFOM","HdrR_ASM223467v1",18,9,5773805.86228198
"AFOM","HdrR_ASM223467v1",18,10,6281339.93953439
"AFOM","HdrR_ASM223467v1",18,11,6788874.0167868
"AFOM","HdrR_ASM223467v1",18,12,7296408.09403922
"AFOM","HdrR_ASM223467v1",18,13,7803942.17129166
"AFOM","HdrR_ASM223467v1",18,14,8311476.2485441
"AFOM","HdrR_ASM223467v1",18,15,8819010.32579655
"AFOM","HdrR_ASM223467v1",18,16,9326544.40304902
"AFOM","HdrR_ASM223467v1",18,17,9834078.4803015
"AFOM","HdrR_ASM223467v1",18,18,10341612.557554
"AFOM","HdrR_ASM223467v1",18,19,10849146.6348065
"AFOM","HdrR_ASM223467v1",18,20,11356680.712059
"AFOM","HdrR_ASM223467v1",18,21,11864214.7893116
"AFOM","HdrR_ASM223467v1",18,22,12371748.8665641
"AFOM","HdrR_ASM223467v1",18,23,12879282.9438167
"AFOM","HdrR_ASM223467v1",18,24,13386817.0210693
"AFOM","HdrR_ASM223467v1",18,25,13894351.0983219
"AFOM","HdrR_ASM223467v1",18,26,14401885.1755745
"AFOM","HdrR_ASM223467v1",18,27,14909419.2528272
"AFOM","HdrR_ASM223467v1",18,28,15416953.3300798
"AFOM","HdrR_ASM223467v1",18,29,15924487.4073325
"AFOM","HdrR_ASM223467v1",18,30,16432021.4845852
"AFOM","HdrR_ASM223467v1",18,31,16939555.5618379
"AFOM","HdrR_ASM223467v1",18,32,17447089.6390906
"AFOM","HdrR_ASM223467v1",18,33,17954623.7163433
"AFOM","HdrR_ASM223467v1",18,34,18462157.793596
"AFOM","HdrR_ASM223467v1",18,35,18969691.8708487
"AFOM","HdrR_ASM223467v1",18,36,19477225.9481014
"AFOM","HdrR_ASM223467v1",18,37,19984760.0253541
"AFOM","HdrR_ASM223467v1",18,38,20492294.1026068
"AFOM","HdrR_ASM223467v1",18,39,20999828.1798596
"AFOM","HdrR_ASM223467v1",18,40,21507362.2571123
"AFOM","HdrR_ASM223467v1",18,41,22014896.334365
"AFOM","HdrR_ASM223467v1",18,42,22522430.4116177
"AFOM","HdrR_ASM223467v1",18,43,23029964.4888704
"AFOM","HdrR_ASM223467v1",18,44,23537498.5661231
"AFOM","HdrR_ASM223467v1",18,45,24045032.6433758
"AFOM","HdrR_ASM223467v1",18,46,24552566.7206284
"AFOM","HdrR_ASM223467v1",18,47,25060100.7978811
"AFOM","HdrR_ASM223467v1",18,48,25567634.8751338
"AFOM","HdrR_ASM223467v1",18,49,26075168.9523864
"AFOM","HdrR_ASM223467v1",18,50,26582703.0296391
"AFOM","HdrR_ASM223467v1",18,51,27090237.1068917
"AFOM","HdrR_ASM223467v1",18,52,27597771.1841443
"OFAM","HdrR_ASM223467v1",18,0,3908164.49882353
"OFAM","HdrR_ASM223467v1",18,1,4322354.87445961
"OFAM","HdrR_ASM223467v1",18,2,4736545.25009571
"OFAM","HdrR_ASM223467v1",18,3,5150735.62573184
"OFAM","HdrR_ASM223467v1",18,4,5564926.00136802
"OFAM","HdrR_ASM223467v1",18,5,5979116.37700428
"OFAM","HdrR_ASM223467v1",18,6,6393306.75264066
"OFAM","HdrR_ASM223467v1",18,7,6807497.12827718
"OFAM","HdrR_ASM223467v1",18,8,7221687.50391387
"OFAM","HdrR_ASM223467v1",18,9,7635877.87955078
"OFAM","HdrR_ASM223467v1",18,10,8050068.25518793
"OFAM","HdrR_ASM223467v1",18,11,8464258.63082536
"OFAM","HdrR_ASM223467v1",18,12,8878449.0064631
"OFAM","HdrR_ASM223467v1",18,13,9292639.38210117
"OFAM","HdrR_ASM223467v1",18,14,9706829.75773963
"OFAM","HdrR_ASM223467v1",18,15,10121020.1333785
"OFAM","HdrR_ASM223467v1",18,16,10535210.5090178
"OFAM","HdrR_ASM223467v1",18,17,10949400.8846576
"OFAM","HdrR_ASM223467v1",18,18,11363591.2602978
"OFAM","HdrR_ASM223467v1",18,19,11777781.6359387
"OFAM","HdrR_ASM223467v1",18,20,12191972.0115801
"OFAM","HdrR_ASM223467v1",18,21,12606162.3872221
"OFAM","HdrR_ASM223467v1",18,22,13020352.7628647
"OFAM","HdrR_ASM223467v1",18,23,13434543.138508
"OFAM","HdrR_ASM223467v1",18,24,13848733.5141519
"OFAM","HdrR_ASM223467v1",18,25,14262923.8897965
"OFAM","HdrR_ASM223467v1",18,26,14677114.2654418
"OFAM","HdrR_ASM223467v1",18,27,15091304.6410878
"OFAM","HdrR_ASM223467v1",18,28,15505495.0167344
"OFAM","HdrR_ASM223467v1",18,29,15919685.3923817
"OFAM","HdrR_ASM223467v1",18,30,16333875.7680296
"OFAM","HdrR_ASM223467v1",18,31,16748066.1436782
"OFAM","HdrR_ASM223467v1",18,32,17162256.5193274
"OFAM","HdrR_ASM223467v1",18,33,17576446.8949771
"OFAM","HdrR_ASM223467v1",18,34,17990637.2706275
"OFAM","HdrR_ASM223467v1",18,35,18404827.6462784
"OFAM","HdrR_ASM223467v1",18,36,18819018.0219298
"OFAM","HdrR_ASM223467v1",18,37,19233208.3975816
"OFAM","HdrR_ASM223467v1",18,38,19647398.773234
"OFAM","HdrR_ASM223467v1",18,39,20061589.1488867
"OFAM","HdrR_ASM223467v1",18,40,20475779.5245399
"OFAM","HdrR_ASM223467v1",18,41,20889969.9001934
"OFAM","HdrR_ASM223467v1",18,42,21304160.2758472
"OFAM","HdrR_ASM223467v1",18,43,21718350.6515014
"OFAM","HdrR_ASM223467v1",18,44,22132541.0271558
"OFAM","HdrR_ASM223467v1",18,45,22546731.4028105
"OFAM","HdrR_ASM223467v1",18,46,22960921.7784654
"OFAM","HdrR_ASM223467v1",18,47,23375112.1541205
"OFAM","HdrR_ASM223467v1",18,48,23789302.5297758
"OFAM","HdrR_ASM223467v1",18,49,24203492.9054313
"OFAM","HdrR_ASM223467v1",18,50,24617683.281087
"OFAM","HdrR_ASM223467v1",18,51,25031873.6567427
"OFAM","HdrR_ASM223467v1",18,52,25446064.0323986
"OFAM","HdrR_ASM223467v1",18,53,25860254.4080546
"OFAM","HdrR_ASM223467v1",18,54,26274444.7837106
"OFAM","HdrR_ASM223467v1",18,55,26688635.1593667
"OFAM","HdrR_ASM223467v1",18,56,27102825.5350229
"OFAM","HdrR_ASM223467v1",18,57,27517015.9106791
"OFAM","HdrR_ASM223467v1",18,58,27931206.2863354
"OFAM","HdrR_ASM223467v1",18,59,28345396.6619917
"OFAM","HdrR_ASM223467v1",18,60,28759587.037648
"OFAM","HdrR_ASM223467v1",18,61,29173777.4133044
"OFAM","HdrR_ASM223467v1",18,62,29587967.7889608
"OFAM","HdrR_ASM223467v1",18,63,30002158.1646172
"AFOM","HdrR_ASM223467v1",19,0,2148464.85341934
"AFOM","HdrR_ASM223467v1",19,1,2403389.64738964
"AFOM","HdrR_ASM223467v1",19,2,2658818.92463252
"AFOM","HdrR_ASM223467v1",19,3,2915257.16842052
"AFOM","HdrR_ASM223467v1",19,4,3173208.86202624
"AFOM","HdrR_ASM223467v1",19,5,3433178.48872223
"AFOM","HdrR_ASM223467v1",19,6,3695670.53178106
"AFOM","HdrR_ASM223467v1",19,7,3961189.47447531
"AFOM","HdrR_ASM223467v1",19,8,4230239.80007754
"AFOM","HdrR_ASM223467v1",19,9,4503325.99186032
"AFOM","HdrR_ASM223467v1",19,10,4780959.1159432
"AFOM","HdrR_ASM223467v1",19,11,5063718.06077204
"AFOM","HdrR_ASM223467v1",19,12,5352258.31522387
"AFOM","HdrR_ASM223467v1",19,13,5647286.18285722
"AFOM","HdrR_ASM223467v1",19,14,5949536.06734678
"AFOM","HdrR_ASM223467v1",19,15,6259745.67165943
"AFOM","HdrR_ASM223467v1",19,16,6578647.00496296
"AFOM","HdrR_ASM223467v1",19,17,6906927.90821151
"AFOM","HdrR_ASM223467v1",19,18,7245255.57863434
"AFOM","HdrR_ASM223467v1",19,19,7594297.09648156
"AFOM","HdrR_ASM223467v1",19,20,7954719.54200327
"AFOM","HdrR_ASM223467v1",19,21,8327189.99544957
"AFOM","HdrR_ASM223467v1",19,22,8712375.53707054
"AFOM","HdrR_ASM223467v1",19,23,9110943.24711631
"AFOM","HdrR_ASM223467v1",19,24,9523560.20583695
"AFOM","HdrR_ASM223467v1",19,25,9950893.49348258
"AFOM","HdrR_ASM223467v1",19,26,10393610.1903033
"AFOM","HdrR_ASM223467v1",19,27,10852377.3765492
"AFOM","HdrR_ASM223467v1",19,28,11327824.3599489
"AFOM","HdrR_ASM223467v1",19,29,11820237.5471118
"AFOM","HdrR_ASM223467v1",19,30,12329492.5380675
"AFOM","HdrR_ASM223467v1",19,31,12855388.8149164
"AFOM","HdrR_ASM223467v1",19,32,13397678.8553818
"AFOM","HdrR_ASM223467v1",19,33,13955701.6315625
"AFOM","HdrR_ASM223467v1",19,34,14528467.252784
"AFOM","HdrR_ASM223467v1",19,35,15114962.6671319
"AFOM","HdrR_ASM223467v1",19,36,15714060.2532494
"AFOM","HdrR_ASM223467v1",19,37,16324481.0604783
"AFOM","HdrR_ASM223467v1",19,38,16944899.9265594
"AFOM","HdrR_ASM223467v1",19,39,17573866.6881223
"AFOM","HdrR_ASM223467v1",19,40,18209877.085237
"AFOM","HdrR_ASM223467v1",19,41,18851434.2870439
"AFOM","HdrR_ASM223467v1",19,42,19497041.8293697
"AFOM","HdrR_ASM223467v1",19,43,20145210.1438953
"AFOM","HdrR_ASM223467v1",19,44,20794696.8273448
"AFOM","HdrR_ASM223467v1",19,45,21444598.3485619
"OFAM","HdrR_ASM223467v1",19,0,2203571.73887599
"OFAM","HdrR_ASM223467v1",19,1,2555162.21569102
"OFAM","HdrR_ASM223467v1",19,2,2905622.25922697
"OFAM","HdrR_ASM223467v1",19,3,3253821.43620478
"OFAM","HdrR_ASM223467v1",19,4,3598629.31334539
"OFAM","HdrR_ASM223467v1",19,5,3938915.45736972
"OFAM","HdrR_ASM223467v1",19,6,4273549.43499872
"OFAM","HdrR_ASM223467v1",19,7,4601400.8129533
"OFAM","HdrR_ASM223467v1",19,8,4921339.15795441
"OFAM","HdrR_ASM223467v1",19,9,5232234.03672296
"OFAM","HdrR_ASM223467v1",19,10,5533008.70221175
"OFAM","HdrR_ASM223467v1",19,11,5823147.26575236
"OFAM","HdrR_ASM223467v1",19,12,6102931.28955557
"OFAM","HdrR_ASM223467v1",19,13,6373432.74978379
"OFAM","HdrR_ASM223467v1",19,14,6636391.72723629
"OFAM","HdrR_ASM223467v1",19,15,6893628.92774884
"OFAM","HdrR_ASM223467v1",19,16,7147037.07152173
"OFAM","HdrR_ASM223467v1",19,17,7399067.51206384
"OFAM","HdrR_ASM223467v1",19,18,7652432.70179164
"OFAM","HdrR_ASM223467v1",19,19,7909846.57265759
"OFAM","HdrR_ASM223467v1",19,20,8174023.05661417
"OFAM","HdrR_ASM223467v1",19,21,8447676.08561383
"OFAM","HdrR_ASM223467v1",19,22,8733519.59160907
"OFAM","HdrR_ASM223467v1",19,23,9034267.50655234
"OFAM","HdrR_ASM223467v1",19,24,9352633.76239611
"OFAM","HdrR_ASM223467v1",19,25,9691332.29109287
"OFAM","HdrR_ASM223467v1",19,26,10053077.0245951
"OFAM","HdrR_ASM223467v1",19,27,10440581.8948552
"OFAM","HdrR_ASM223467v1",19,28,10856480.6204085
"OFAM","HdrR_ASM223467v1",19,29,11302667.5360634
"OFAM","HdrR_ASM223467v1",19,30,11780118.0021017
"OFAM","HdrR_ASM223467v1",19,31,12289633.6250126
"OFAM","HdrR_ASM223467v1",19,32,12831886.9396547
"OFAM","HdrR_ASM223467v1",19,33,13406407.1475258
"OFAM","HdrR_ASM223467v1",19,34,14011807.0360483
"OFAM","HdrR_ASM223467v1",19,35,14646633.444069
"OFAM","HdrR_ASM223467v1",19,36,15309072.2941442
"OFAM","HdrR_ASM223467v1",19,37,15996832.6974075
"OFAM","HdrR_ASM223467v1",19,38,16707450.2169412
"OFAM","HdrR_ASM223467v1",19,39,17437903.9160965
"OFAM","HdrR_ASM223467v1",19,40,18184771.5785839
"OFAM","HdrR_ASM223467v1",19,41,18944570.0638224
"OFAM","HdrR_ASM223467v1",19,42,19713815.1032101
"OFAM","HdrR_ASM223467v1",19,43,20489038.3808837
"AFOM","HdrR_ASM223467v1",20,0,3000502.7068296
"AFOM","HdrR_ASM223467v1",20,1,3779004.75954331
"AFOM","HdrR_ASM223467v1",20,2,4556748.1697475
"AFOM","HdrR_ASM223467v1",20,3,5332361.39232899
"AFOM","HdrR_ASM223467v1",20,4,6104193.1489825
"AFOM","HdrR_ASM223467v1",20,5,6870338.00290033
"AFOM","HdrR_ASM223467v1",20,6,7628620.91015779
"AFOM","HdrR_ASM223467v1",20,7,8376765.60165657
"AFOM","HdrR_ASM223467v1",20,8,9112473.01984033
"AFOM","HdrR_ASM223467v1",20,9,9833443.75043451
"AFOM","HdrR_ASM223467v1",20,10,10537437.674422
"AFOM","HdrR_ASM223467v1",20,11,11222367.912437
"AFOM","HdrR_ASM223467v1",20,12,11886362.9523413
"AFOM","HdrR_ASM223467v1",20,13,12527930.6161546
"AFOM","HdrR_ASM223467v1",20,14,13145975.3916231
"AFOM","HdrR_ASM223467v1",20,15,13739535.7971892
"AFOM","HdrR_ASM223467v1",20,16,14307654.570685
"AFOM","HdrR_ASM223467v1",20,17,14849588.3471023
"AFOM","HdrR_ASM223467v1",20,18,15365190.8972327
"AFOM","HdrR_ASM223467v1",20,19,15854580.0055515
"AFOM","HdrR_ASM223467v1",20,20,16317880.4880109
"AFOM","HdrR_ASM223467v1",20,21,16755217.1605631
"AFOM","HdrR_ASM223467v1",20,22,17166714.8391604
"AFOM","HdrR_ASM223467v1",20,23,17552536.6523106
"AFOM","HdrR_ASM223467v1",20,24,17913175.0220103
"AFOM","HdrR_ASM223467v1",20,25,18249475.4235553
"AFOM","HdrR_ASM223467v1",20,26,18562564.8348578
"AFOM","HdrR_ASM223467v1",20,27,18853592.9956066
"AFOM","HdrR_ASM223467v1",20,28,19123709.645491
"AFOM","HdrR_ASM223467v1",20,29,19374064.5241997
"AFOM","HdrR_ASM223467v1",20,30,19605807.3714218
"AFOM","HdrR_ASM223467v1",20,31,19820087.9268463
"AFOM","HdrR_ASM223467v1",20,32,20018055.9301621
"AFOM","HdrR_ASM223467v1",20,33,20200861.1210583
"AFOM","HdrR_ASM223467v1",20,34,20369653.2392237
"AFOM","HdrR_ASM223467v1",20,35,20525582.0243475
"AFOM","HdrR_ASM223467v1",20,36,20669797.2161185
"AFOM","HdrR_ASM223467v1",20,37,20803448.5542257
"AFOM","HdrR_ASM223467v1",20,38,20927685.7783582
"AFOM","HdrR_ASM223467v1",20,39,21043658.6282049
"AFOM","HdrR_ASM223467v1",20,40,21152510.4716933
"AFOM","HdrR_ASM223467v1",20,41,21255251.6255774
"AFOM","HdrR_ASM223467v1",20,42,21352766.4491505
"AFOM","HdrR_ASM223467v1",20,43,21445934.3500227
"AFOM","HdrR_ASM223467v1",20,44,21535634.735804
"AFOM","HdrR_ASM223467v1",20,45,21622747.0141044
"AFOM","HdrR_ASM223467v1",20,46,21708150.592534
"AFOM","HdrR_ASM223467v1",20,47,21792724.8787028
"AFOM","HdrR_ASM223467v1",20,48,21877349.2802207
"AFOM","HdrR_ASM223467v1",20,49,21962903.2046979
"AFOM","HdrR_ASM223467v1",20,50,22050266.0597444
"AFOM","HdrR_ASM223467v1",20,51,22140314.0255328
"AFOM","HdrR_ASM223467v1",20,52,22233708.0421468
"AFOM","HdrR_ASM223467v1",20,53,22330762.3805033
"AFOM","HdrR_ASM223467v1",20,54,22431759.9117019
"AFOM","HdrR_ASM223467v1",20,55,22536983.340545
"AFOM","HdrR_ASM223467v1",20,56,22646583.8020009
"AFOM","HdrR_ASM223467v1",20,57,22760344.6958456
"AFOM","HdrR_ASM223467v1",20,58,22877985.6694924
"AFOM","HdrR_ASM223467v1",20,59,22999226.3703543
"AFOM","HdrR_ASM223467v1",20,60,23123786.4458445
"AFOM","HdrR_ASM223467v1",20,61,23251385.5433762
"AFOM","HdrR_ASM223467v1",20,62,23381743.3103625
"AFOM","HdrR_ASM223467v1",20,63,23514579.3942165
"AFOM","HdrR_ASM223467v1",20,64,23649613.4423514
"AFOM","HdrR_ASM223467v1",20,65,23786565.1021804
"AFOM","HdrR_ASM223467v1",20,66,23925154.0211166
"AFOM","HdrR_ASM223467v1",20,67,24065099.8465732
"AFOM","HdrR_ASM223467v1",20,68,24206122.2259632
"AFOM","HdrR_ASM223467v1",20,69,24347940.8066999
"AFOM","HdrR_ASM223467v1",20,70,24490275.2361964
"AFOM","HdrR_ASM223467v1",20,71,24632845.3532533
"OFAM","HdrR_ASM223467v1",20,0,3051019.573569
"OFAM","HdrR_ASM223467v1",20,1,3749106.65116176
"OFAM","HdrR_ASM223467v1",20,2,4446694.91984209
"OFAM","HdrR_ASM223467v1",20,3,5142882.1918193
"OFAM","HdrR_ASM223467v1",20,4,5836581.70408445
"OFAM","HdrR_ASM223467v1",20,5,6526536.93121669
"OFAM","HdrR_ASM223467v1",20,6,7211308.43606035
"OFAM","HdrR_ASM223467v1",20,7,7889384.95109977
"OFAM","HdrR_ASM223467v1",20,8,8559237.51895489
"OFAM","HdrR_ASM223467v1",20,9,9219336.86780534
"OFAM","HdrR_ASM223467v1",20,10,9868189.07922361
"OFAM","HdrR_ASM223467v1",20,11,10504391.7328379
"OFAM","HdrR_ASM223467v1",20,12,11126673.0241811
"OFAM","HdrR_ASM223467v1",20,13,11733992.4767187
"OFAM","HdrR_ASM223467v1",20,14,12325552.6713998
"OFAM","HdrR_ASM223467v1",20,15,12900638.4519701
"OFAM","HdrR_ASM223467v1",20,16,13458537.2820454
"OFAM","HdrR_ASM223467v1",20,17,13998669.9935573
"OFAM","HdrR_ASM223467v1",20,18,14520830.3086423
"OFAM","HdrR_ASM223467v1",20,19,15024977.075506
"OFAM","HdrR_ASM223467v1",20,20,15511073.5418628
"OFAM","HdrR_ASM223467v1",20,21,15979082.955427
"OFAM","HdrR_ASM223467v1",20,22,16428968.5639127
"OFAM","HdrR_ASM223467v1",20,23,16860718.7327813
"OFAM","HdrR_ASM223467v1",20,24,17274537.7581889
"OFAM","HdrR_ASM223467v1",20,25,17670863.8483209
"OFAM","HdrR_ASM223467v1",20,26,18050323.4068708
"OFAM","HdrR_ASM223467v1",20,27,18413558.0560022
"OFAM","HdrR_ASM223467v1",20,28,18761209.4178785
"OFAM","HdrR_ASM223467v1",20,29,19093919.1146632
"OFAM","HdrR_ASM223467v1",20,30,19412328.7685198
"OFAM","HdrR_ASM223467v1",20,31,19717080.0016116
"OFAM","HdrR_ASM223467v1",20,32,20008814.4361022
"OFAM","HdrR_ASM223467v1",20,33,20288173.6941551
"OFAM","HdrR_ASM223467v1",20,34,20555799.3979336
"OFAM","HdrR_ASM223467v1",20,35,20812333.1696013
"OFAM","HdrR_ASM223467v1",20,36,21058416.6313215
"OFAM","HdrR_ASM223467v1",20,37,21294691.4052579
"OFAM","HdrR_ASM223467v1",20,38,21521799.1135737
"OFAM","HdrR_ASM223467v1",20,39,21740381.3784326
"OFAM","HdrR_ASM223467v1",20,40,21951077.9943898
"OFAM","HdrR_ASM223467v1",20,41,22154490.5930234
"OFAM","HdrR_ASM223467v1",20,42,22351184.6776182
"OFAM","HdrR_ASM223467v1",20,43,22541724.3311715
"OFAM","HdrR_ASM223467v1",20,44,22726673.6366804
"OFAM","HdrR_ASM223467v1",20,45,22906596.6771419
"OFAM","HdrR_ASM223467v1",20,46,23082057.5355532
"OFAM","HdrR_ASM223467v1",20,47,23253620.2949114
"OFAM","HdrR_ASM223467v1",20,48,23421849.0382136
"OFAM","HdrR_ASM223467v1",20,49,23587307.848457
"OFAM","HdrR_ASM223467v1",20,50,23750560.8086385
"OFAM","HdrR_ASM223467v1",20,51,23912170.490957
"AFOM","HdrR_ASM223467v1",21,0,3223484.49913576
"AFOM","HdrR_ASM223467v1",21,1,3404793.55534573
"AFOM","HdrR_ASM223467v1",21,2,3587387.140906
"AFOM","HdrR_ASM223467v1",21,3,3773443.72515373
"AFOM","HdrR_ASM223467v1",21,4,3966126.00341468
"AFOM","HdrR_ASM223467v1",21,5,4169069.22158603
"AFOM","HdrR_ASM223467v1",21,6,4385983.82568548
"AFOM","HdrR_ASM223467v1",21,7,4620580.27598931
"AFOM","HdrR_ASM223467v1",21,8,4876569.03277381
"AFOM","HdrR_ASM223467v1",21,9,5157660.55631525
"AFOM","HdrR_ASM223467v1",21,10,5467512.01745231
"AFOM","HdrR_ASM223467v1",21,11,5808798.11168949
"AFOM","HdrR_ASM223467v1",21,12,6183188.35660711
"AFOM","HdrR_ASM223467v1",21,13,6592293.92482831
"AFOM","HdrR_ASM223467v1",21,14,7037725.98897618
"AFOM","HdrR_ASM223467v1",21,15,7521095.72167384
"AFOM","HdrR_ASM223467v1",21,16,8044014.29554442
"AFOM","HdrR_ASM223467v1",21,17,8608092.81834698
"AFOM","HdrR_ASM223467v1",21,18,9214631.06831961
"AFOM","HdrR_ASM223467v1",21,19,9863881.70673464
"AFOM","HdrR_ASM223467v1",21,20,10555279.0086077
"AFOM","HdrR_ASM223467v1",21,21,11287412.0252845
"AFOM","HdrR_ASM223467v1",21,22,12058098.7924865
"AFOM","HdrR_ASM223467v1",21,23,12864363.840694
"AFOM","HdrR_ASM223467v1",21,24,13701494.2290025
"AFOM","HdrR_ASM223467v1",21,25,14563893.8322569
"AFOM","HdrR_ASM223467v1",21,26,15445728.4814415
"AFOM","HdrR_ASM223467v1",21,27,16340652.2333848
"AFOM","HdrR_ASM223467v1",21,28,17241932.4572057
"AFOM","HdrR_ASM223467v1",21,29,18142785.42743
"AFOM","HdrR_ASM223467v1",21,30,19036427.343451
"AFOM","HdrR_ASM223467v1",21,31,19916074.4046619
"AFOM","HdrR_ASM223467v1",21,32,20774942.8104558
"AFOM","HdrR_ASM223467v1",21,33,21606361.3934592
"AFOM","HdrR_ASM223467v1",21,34,22404963.7383722
"AFOM","HdrR_ASM223467v1",21,35,23166650.1830998
"AFOM","HdrR_ASM223467v1",21,36,23887419.6709602
"AFOM","HdrR_ASM223467v1",21,37,24563271.1452718
"AFOM","HdrR_ASM223467v1",21,38,25190368.2721376
"AFOM","HdrR_ASM223467v1",21,39,25766398.2548928
"AFOM","HdrR_ASM223467v1",21,40,26291113.7473491
"AFOM","HdrR_ASM223467v1",21,41,26765927.7917307
"AFOM","HdrR_ASM223467v1",21,42,27193150.4123522
"AFOM","HdrR_ASM223467v1",21,43,27575115.6488388
"AFOM","HdrR_ASM223467v1",21,44,27914390.0658687
"AFOM","HdrR_ASM223467v1",21,45,28214741.7627223
"AFOM","HdrR_ASM223467v1",21,46,28480325.792946
"AFOM","HdrR_ASM223467v1",21,47,28715297.3964935
"AFOM","HdrR_ASM223467v1",21,48,28923811.8133186
"AFOM","HdrR_ASM223467v1",21,49,29110024.283375
"AFOM","HdrR_ASM223467v1",21,50,29278099.1516302
"AFOM","HdrR_ASM223467v1",21,51,29432289.9907847
"AFOM","HdrR_ASM223467v1",21,52,29576900.9200105
"AFOM","HdrR_ASM223467v1",21,53,29716067.2479902
"OFAM","HdrR_ASM223467v1",21,0,2501666.28724496
"OFAM","HdrR_ASM223467v1",21,1,2866174.98856037
"OFAM","HdrR_ASM223467v1",21,2,3231409.33870022
"OFAM","HdrR_ASM223467v1",21,3,3598595.29032991
"OFAM","HdrR_ASM223467v1",21,4,3969504.75688616
"OFAM","HdrR_ASM223467v1",21,5,4346165.4773172
"OFAM","HdrR_ASM223467v1",21,6,4730645.27091572
"OFAM","HdrR_ASM223467v1",21,7,5125011.96456205
"OFAM","HdrR_ASM223467v1",21,8,5531333.38513648
"OFAM","HdrR_ASM223467v1",21,9,5951677.35951931
"OFAM","HdrR_ASM223467v1",21,10,6388079.27952145
"OFAM","HdrR_ASM223467v1",21,11,6841976.74699371
"OFAM","HdrR_ASM223467v1",21,12,7314195.90712985
"OFAM","HdrR_ASM223467v1",21,13,7805527.42485191
"OFAM","HdrR_ASM223467v1",21,14,8316761.96508192
"OFAM","HdrR_ASM223467v1",21,15,8848690.1927419
"OFAM","HdrR_ASM223467v1",21,16,9402102.77275389
"OFAM","HdrR_ASM223467v1",21,17,9977790.33109804
"OFAM","HdrR_ASM223467v1",21,18,10576356.5834352
"OFAM","HdrR_ASM223467v1",21,19,11197776.6270918
"OFAM","HdrR_ASM223467v1",21,20,11841535.4276047
"OFAM","HdrR_ASM223467v1",21,21,12506612.3755512
"OFAM","HdrR_ASM223467v1",21,22,13191527.9313853
"OFAM","HdrR_ASM223467v1",21,23,13894332.3014647
"OFAM","HdrR_ASM223467v1",21,24,14612053.6227749
"OFAM","HdrR_ASM223467v1",21,25,15341201.6174048
"OFAM","HdrR_ASM223467v1",21,26,16078152.4596887
"OFAM","HdrR_ASM223467v1",21,27,16819009.6891144
"OFAM","HdrR_ASM223467v1",21,28,17559688.4600853
"OFAM","HdrR_ASM223467v1",21,29,18296081.6238163
"OFAM","HdrR_ASM223467v1",21,30,19024082.0016833
"OFAM","HdrR_ASM223467v1",21,31,19739582.415062
"OFAM","HdrR_ASM223467v1",21,32,20438475.6853282
"OFAM","HdrR_ASM223467v1",21,33,21116726.4249362
